Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
Contig2958	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
Contig3073	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
Contig6332	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
Contig8932	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
Contig9083	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
Contig11560	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
Contig16218	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
Contig16366	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
Contig16493	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
Contig17522	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
Contig17522	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
Contig17757	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
Contig18000	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
Contig18000	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
Contig18985	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
File: SOAP_knorm_k35.txt 
28447	gi|355398356|NR2-2/2HbN	100.00	31	0	0	1	31	589	619	7e-13	58.4
28447	gi|240129575|NR1	100.00	31	0	0	1	31	625	655	7e-13	58.4
30595	gi|355398356|NR2-2/2HbN	100.00	32	0	0	1	32	611	580	2e-13	60.2
30595	gi|240129575|NR1	100.00	32	0	0	1	32	647	616	2e-13	60.2
39899	gi|355398356|NR2-2/2HbN	100.00	35	0	0	1	35	1973	1939	5e-15	65.8
39899	gi|240129575|NR1	100.00	35	0	0	1	35	1688	1654	5e-15	65.8
52845	gi|355398356|NR2-2/2HbN	100.00	40	0	0	1	40	2084	2045	1e-17	75.0
52845	gi|240129575|NR1	100.00	40	0	0	1	40	1799	1760	1e-17	75.0
65267	gi|355398356|NR2-2/2HbN	100.00	44	0	0	1	44	415	458	7e-20	82.4
65267	gi|240129575|NR1	100.00	44	0	0	1	44	451	494	7e-20	82.4
79919	gi|355398356|NR2-2/2HbN	100.00	47	0	0	1	47	1955	2001	2e-21	87.9
79919	gi|240129575|NR1	100.00	47	0	0	1	47	1670	1716	2e-21	87.9
86633	gi|32130540|psbO	100.00	47	0	0	1	47	863	817	2e-21	87.9
100753	gi|355398356|NR2-2/2HbN	100.00	50	0	0	1	50	158	109	4e-23	93.5
100753	gi|240129575|NR1	100.00	50	0	0	1	50	194	145	4e-23	93.5
102571	gi|355398356|NR2-2/2HbN	96.00	50	2	0	1	50	2012	1963	8e-20	82.4
102571	gi|240129575|NR1	96.00	50	2	0	1	50	1727	1678	8e-20	82.4
115367	gi|355398356|NR2-2/2HbN	100.00	56	0	0	1	56	547	602	2e-26	 104
115367	gi|240129575|NR1	100.00	56	0	0	1	56	583	638	2e-26	 104
118521	gi|355398356|NR2-2/2HbN	100.00	58	0	0	1	58	1795	1738	2e-27	 108
119821	gi|355398356|NR2-2/2HbN	100.00	59	0	0	1	59	1880	1822	4e-28	 110
139613	gi|355398356|NR2-2/2HbN	100.00	68	0	0	1	68	370	437	5e-33	 126
139613	gi|240129575|NR1	100.00	68	0	0	1	68	406	473	5e-33	 126
145529	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	1760	1690	1e-34	 132
160733	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2363	2293	6e-33	 126
160733	gi|240129575|NR1	98.59	71	1	0	1	71	2078	2008	6e-33	 126
164141	gi|355398356|NR2-2/2HbN	100.00	72	0	0	1	72	1844	1773	3e-35	 134
164481	gi|32130540|psbO	100.00	72	0	0	1	72	768	839	3e-35	 134
222635	gi|14456617|Na-ATPase	97.37	76	2	0	1	76	2394	2469	5e-34	 130
254137	gi|32130540|psbO	97.50	80	0	2	1	78	1013	1092	1e-35	 135
262020	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
262020	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
312951	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	2145	2062	8e-42	 156
312951	gi|240129575|NR1	100.00	84	0	0	1	84	1860	1777	8e-42	 156
316423	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
316423	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
334799	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	521	436	7e-43	 159
334799	gi|240129575|NR1	100.00	86	0	0	1	86	557	472	7e-43	 159
344905	gi|355398356|NR2-2/2HbN	91.95	87	7	0	1	87	1238	1324	9e-32	 122
344905	gi|240129575|NR1	91.95	87	7	0	1	87	1274	1360	9e-32	 122
372581	gi|32130540|psbO	94.51	91	5	0	1	91	435	525	3e-37	 141
378989	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	502	593	7e-43	 159
378989	gi|240129575|NR1	97.83	92	2	0	1	92	538	629	7e-43	 159
396815	gi|355398356|NR2-2/2HbN	100.00	94	0	0	1	94	1316	1223	3e-47	 174
396815	gi|240129575|NR1	100.00	94	0	0	1	94	1352	1259	3e-47	 174
437585	gi|355398356|NR2-2/2HbN	99.01	101	1	0	1	101	1961	1861	2e-49	 182
447010	gi|355398356|NR2-2/2HbN	95.15	103	5	0	1	103	2293	2395	6e-44	 163
447010	gi|240129575|NR1	95.15	103	5	0	1	103	2008	2110	6e-44	 163
485923	gi|355398356|NR2-2/2HbN	100.00	111	0	0	1	111	707	597	1e-56	 206
485923	gi|240129575|NR1	100.00	111	0	0	1	111	743	633	1e-56	 206
487029	gi|32130540|psbO	100.00	111	0	0	1	111	790	680	1e-56	 206
493105	gi|355398356|NR2-2/2HbN	98.23	113	2	0	1	113	2067	1955	2e-54	 198
493105	gi|240129575|NR1	98.23	113	2	0	1	113	1782	1670	2e-54	 198
493127	gi|355398356|NR2-2/2HbN	100.00	113	0	0	1	113	910	1022	9e-58	 209
493127	gi|240129575|NR1	100.00	113	0	0	1	113	946	1058	9e-58	 209
535371	gi|355398356|NR2-2/2HbN	99.20	125	1	0	1	125	808	932	1e-62	 226
535371	gi|240129575|NR1	99.20	125	1	0	1	125	844	968	1e-62	 226
552284	gi|355398356|NR2-2/2HbN	97.66	128	3	0	4	131	136	263	5e-61	 220
552284	gi|240129575|NR1	97.66	128	3	0	4	131	172	299	5e-61	 220
554156	gi|355398356|NR2-2/2HbN	93.89	131	8	0	2	132	1	131	2e-54	 198
554156	gi|240129575|NR1	93.89	131	8	0	2	132	37	167	2e-54	 198
575850	gi|603053|psbA	100.00	141	0	0	1	141	632	772	3e-73	 261
580562	gi|355398356|NR2-2/2HbN	94.41	143	8	0	1	143	827	685	5e-61	 220
580562	gi|240129575|NR1	94.41	143	8	0	1	143	863	721	5e-61	 220
586926	gi|355398356|NR2-2/2HbN	93.84	146	9	0	1	146	1508	1363	6e-61	 220
586926	gi|240129575|NR1	93.84	146	9	0	1	146	1544	1399	6e-61	 220
597864	gi|240129575|NR1	99.04	104	1	0	1	104	104	1	6e-51	 187
597864	gi|355398356|NR2-2/2HbN	98.53	68	1	0	1	68	68	1	6e-31	 121
598934	gi|14456617|Na-ATPase	92.11	152	12	0	1	152	3610	3761	3e-59	 215
599809	gi|355398356|NR2-2/2HbN	100.00	149	0	0	4	152	389	241	1e-77	 276
599809	gi|240129575|NR1	100.00	149	0	0	4	152	425	277	1e-77	 276
614951	gi|14456617|Na-ATPase	82.61	161	28	0	1	161	3826	3986	1e-37	 143
623845	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	2149	2315	1e-87	 309
623845	gi|240129575|NR1	100.00	167	0	0	1	167	1864	2030	1e-87	 309
645595	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
645595	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
656746	gi|32130540|psbO	99.49	195	0	1	1	194	841	1035	7e-101	 353
660350	gi|355398356|NR2-2/2HbN	99.49	197	1	0	1	197	1583	1387	2e-102	 359
660350	gi|240129575|NR1	99.49	197	1	0	1	197	1619	1423	2e-102	 359
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
684735	gi|355398356|NR2-2/2HbN	96.04	227	9	0	1	227	1712	1486	8e-106	 370
684735	gi|240129575|NR1	92.11	114	9	0	114	227	1635	1522	5e-43	 161
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
797448	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
File: SOAP_knorm_k35_cleaned.txt 
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
684735	gi|355398356|NR2-2/2HbN	96.04	227	9	0	1	227	1712	1486	8e-106	 370
684735	gi|240129575|NR1	92.11	114	9	0	114	227	1635	1522	5e-43	 161
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
797448	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
File: SOAP_knorm_k35_cleaned_rsem.txt 
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
684735	gi|355398356|NR2-2/2HbN	96.04	227	9	0	1	227	1712	1486	8e-106	 370
684735	gi|240129575|NR1	92.11	114	9	0	114	227	1635	1522	5e-43	 161
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
File: SOAP_knorm_k35_cluster.txt 
28447	gi|355398356|NR2-2/2HbN	100.00	31	0	0	1	31	589	619	7e-13	58.4
28447	gi|240129575|NR1	100.00	31	0	0	1	31	625	655	7e-13	58.4
30595	gi|355398356|NR2-2/2HbN	100.00	32	0	0	1	32	611	580	2e-13	60.2
30595	gi|240129575|NR1	100.00	32	0	0	1	32	647	616	2e-13	60.2
100753	gi|355398356|NR2-2/2HbN	100.00	50	0	0	1	50	158	109	4e-23	93.5
100753	gi|240129575|NR1	100.00	50	0	0	1	50	194	145	4e-23	93.5
102571	gi|355398356|NR2-2/2HbN	96.00	50	2	0	1	50	2012	1963	8e-20	82.4
102571	gi|240129575|NR1	96.00	50	2	0	1	50	1727	1678	8e-20	82.4
139613	gi|355398356|NR2-2/2HbN	100.00	68	0	0	1	68	370	437	5e-33	 126
139613	gi|240129575|NR1	100.00	68	0	0	1	68	406	473	5e-33	 126
254137	gi|32130540|psbO	97.50	80	0	2	1	78	1013	1092	1e-35	 135
312951	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	2145	2062	8e-42	 156
312951	gi|240129575|NR1	100.00	84	0	0	1	84	1860	1777	8e-42	 156
334799	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	521	436	7e-43	 159
334799	gi|240129575|NR1	100.00	86	0	0	1	86	557	472	7e-43	 159
580562	gi|355398356|NR2-2/2HbN	94.41	143	8	0	1	143	827	685	5e-61	 220
580562	gi|240129575|NR1	94.41	143	8	0	1	143	863	721	5e-61	 220
645595	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
645595	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
660350	gi|355398356|NR2-2/2HbN	99.49	197	1	0	1	197	1583	1387	2e-102	 359
660350	gi|240129575|NR1	99.49	197	1	0	1	197	1619	1423	2e-102	 359
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
145529	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	1760	1690	1e-34	 132
164141	gi|355398356|NR2-2/2HbN	100.00	72	0	0	1	72	1844	1773	3e-35	 134
164481	gi|32130540|psbO	100.00	72	0	0	1	72	768	839	3e-35	 134
262020	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
262020	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
535371	gi|355398356|NR2-2/2HbN	99.20	125	1	0	1	125	808	932	1e-62	 226
535371	gi|240129575|NR1	99.20	125	1	0	1	125	844	968	1e-62	 226
599809	gi|355398356|NR2-2/2HbN	100.00	149	0	0	4	152	389	241	1e-77	 276
599809	gi|240129575|NR1	100.00	149	0	0	4	152	425	277	1e-77	 276
614951	gi|14456617|Na-ATPase	82.61	161	28	0	1	161	3826	3986	1e-37	 143
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
372581	gi|32130540|psbO	94.51	91	5	0	1	91	435	525	3e-37	 141
396815	gi|355398356|NR2-2/2HbN	100.00	94	0	0	1	94	1316	1223	3e-47	 174
396815	gi|240129575|NR1	100.00	94	0	0	1	94	1352	1259	3e-47	 174
437585	gi|355398356|NR2-2/2HbN	99.01	101	1	0	1	101	1961	1861	2e-49	 182
554156	gi|355398356|NR2-2/2HbN	93.89	131	8	0	2	132	1	131	2e-54	 198
554156	gi|240129575|NR1	93.89	131	8	0	2	132	37	167	2e-54	 198
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
797448	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
160733	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2363	2293	6e-33	 126
160733	gi|240129575|NR1	98.59	71	1	0	1	71	2078	2008	6e-33	 126
316423	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
316423	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
344905	gi|355398356|NR2-2/2HbN	91.95	87	7	0	1	87	1238	1324	9e-32	 122
344905	gi|240129575|NR1	91.95	87	7	0	1	87	1274	1360	9e-32	 122
447010	gi|355398356|NR2-2/2HbN	95.15	103	5	0	1	103	2293	2395	6e-44	 163
447010	gi|240129575|NR1	95.15	103	5	0	1	103	2008	2110	6e-44	 163
487029	gi|32130540|psbO	100.00	111	0	0	1	111	790	680	1e-56	 206
493127	gi|355398356|NR2-2/2HbN	100.00	113	0	0	1	113	910	1022	9e-58	 209
493127	gi|240129575|NR1	100.00	113	0	0	1	113	946	1058	9e-58	 209
552284	gi|355398356|NR2-2/2HbN	97.66	128	3	0	4	131	136	263	5e-61	 220
552284	gi|240129575|NR1	97.66	128	3	0	4	131	172	299	5e-61	 220
575850	gi|603053|psbA	100.00	141	0	0	1	141	632	772	3e-73	 261
598934	gi|14456617|Na-ATPase	92.11	152	12	0	1	152	3610	3761	3e-59	 215
623845	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	2149	2315	1e-87	 309
623845	gi|240129575|NR1	100.00	167	0	0	1	167	1864	2030	1e-87	 309
656746	gi|32130540|psbO	99.49	195	0	1	1	194	841	1035	7e-101	 353
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
File: SOAP_knorm_k35_cluster_cleaned.txt 
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
797448	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
File: SOAP_knorm_k35_cluster_cleaned_rsem.txt 
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
File: SOAP_knorm_k35_cluster_rsem.txt 
139613	gi|355398356|NR2-2/2HbN	100.00	68	0	0	1	68	370	437	5e-33	 126
139613	gi|240129575|NR1	100.00	68	0	0	1	68	406	473	5e-33	 126
254137	gi|32130540|psbO	97.50	80	0	2	1	78	1013	1092	1e-35	 135
334799	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	521	436	7e-43	 159
334799	gi|240129575|NR1	100.00	86	0	0	1	86	557	472	7e-43	 159
645595	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
645595	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
660350	gi|355398356|NR2-2/2HbN	99.49	197	1	0	1	197	1583	1387	2e-102	 359
660350	gi|240129575|NR1	99.49	197	1	0	1	197	1619	1423	2e-102	 359
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
145529	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	1760	1690	1e-34	 132
164141	gi|355398356|NR2-2/2HbN	100.00	72	0	0	1	72	1844	1773	3e-35	 134
164481	gi|32130540|psbO	100.00	72	0	0	1	72	768	839	3e-35	 134
262020	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
262020	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
535371	gi|355398356|NR2-2/2HbN	99.20	125	1	0	1	125	808	932	1e-62	 226
535371	gi|240129575|NR1	99.20	125	1	0	1	125	844	968	1e-62	 226
599809	gi|355398356|NR2-2/2HbN	100.00	149	0	0	4	152	389	241	1e-77	 276
599809	gi|240129575|NR1	100.00	149	0	0	4	152	425	277	1e-77	 276
614951	gi|14456617|Na-ATPase	82.61	161	28	0	1	161	3826	3986	1e-37	 143
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
437585	gi|355398356|NR2-2/2HbN	99.01	101	1	0	1	101	1961	1861	2e-49	 182
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
160733	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2363	2293	6e-33	 126
160733	gi|240129575|NR1	98.59	71	1	0	1	71	2078	2008	6e-33	 126
316423	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
316423	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
447010	gi|355398356|NR2-2/2HbN	95.15	103	5	0	1	103	2293	2395	6e-44	 163
447010	gi|240129575|NR1	95.15	103	5	0	1	103	2008	2110	6e-44	 163
487029	gi|32130540|psbO	100.00	111	0	0	1	111	790	680	1e-56	 206
493127	gi|355398356|NR2-2/2HbN	100.00	113	0	0	1	113	910	1022	9e-58	 209
493127	gi|240129575|NR1	100.00	113	0	0	1	113	946	1058	9e-58	 209
552284	gi|355398356|NR2-2/2HbN	97.66	128	3	0	4	131	136	263	5e-61	 220
552284	gi|240129575|NR1	97.66	128	3	0	4	131	172	299	5e-61	 220
575850	gi|603053|psbA	100.00	141	0	0	1	141	632	772	3e-73	 261
598934	gi|14456617|Na-ATPase	92.11	152	12	0	1	152	3610	3761	3e-59	 215
623845	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	2149	2315	1e-87	 309
623845	gi|240129575|NR1	100.00	167	0	0	1	167	1864	2030	1e-87	 309
656746	gi|32130540|psbO	99.49	195	0	1	1	194	841	1035	7e-101	 353
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
File: SOAP_knorm_k35_rsem.txt 
115367	gi|355398356|NR2-2/2HbN	100.00	56	0	0	1	56	547	602	2e-26	 104
115367	gi|240129575|NR1	100.00	56	0	0	1	56	583	638	2e-26	 104
118521	gi|355398356|NR2-2/2HbN	100.00	58	0	0	1	58	1795	1738	2e-27	 108
